_r ( arcsec ),_RAJ2000 ( "h:m:s" ),_DEJ2000 ( "d:m:s" ),RAJ2000 ( deg ),DEJ2000 ( deg ),2MASS,Jmag ( mag ),e_Jmag ( mag ),Hmag ( mag ),e_Hmag ( mag ),Kmag ( mag ),e_Kmag ( mag ),Qflg,Rflg,Bflg,Cflg,Xflg,Aflg
160.722,17 53 38.14608,-34 47 08.4588,268.408942,-34.785683,17533814-3447084,14.366,0.103,13.576,0.112,13.371,0.113,ABB,222,111,ccc,0,0
160.939,17 53 44.23248,-34 49 53.6772,268.434302,-34.831577,17534423-3449536,8.683,0.026,8.535,0.053,8.503,0.024,AAA,112,111,s00,0,0
161.021,17 54 01.75944,-34 46 04.5876,268.507331,-34.767941,17540175-3446045,13.813,0.035,13.014,0.047,12.75,0.036,AAA,222,111,ccc,0,0
161.087,17 54 03.99552,-34 47 54.0096,268.516648,-34.798336,17540399-3447540,13.189,0.023,12.311,0.022,12.089,0.021,AAA,222,111,000,0,0
161.143,17 54 04.07496,-34 47 41.1972,268.516979,-34.794777,17540407-3447411,14.688,0.065,14.046,0.078,13.91,0.066,BCC,222,111,000,0,0
161.177,17 53 41.36496,-34 49 25.0716,268.422354,-34.823631,17534136-3449250,14.755,0.075,14.223,0.088,14.397,,BDU,220,110,ss0,0,0
161.265,17 54 02.41344,-34 46 17.0400,268.510056,-34.7714,17540241-3446170,14.878,0.068,14.216,0.088,14.339,,CDU,220,110,cc0,0,0
161.277,17 53 50.89416,-34 50 17.2716,268.462059,-34.838131,17535089-3450172,13.4,0.047,12.623,0.075,12.35,0.058,AAA,222,111,ccc,0,0
161.491,17 53 39.95808,-34 49 03.0864,268.416492,-34.817524,17533995-3449030,13.872,0.069,13.188,0.141,12.926,0.081,ABA,222,221,ccc,0,0
161.523,17 53 40.87296,-34 49 18.6312,268.420304,-34.821842,17534087-3449186,13.191,0.03,12.269,0.027,11.985,0.027,AAA,222,111,000,0,0
161.63,17 53 43.87752,-34 45 20.2680,268.432823,-34.75563,17534387-3445202,12.959,0.03,12.27,0.038,12.112,0.039,AAA,222,111,ccc,0,0
161.664,17 53 47.86536,-34 50 12.9876,268.449439,-34.836941,17534786-3450129,14.945,0.076,14.235,0.087,13.888,0.065,CDC,222,111,000,0,0
161.758,17 53 58.13472,-34 49 51.8124,268.492228,-34.831059,17535813-3449518,6.231,0.021,6.235,0.036,6.262,0.02,AAA,111,111,000,0,0
161.839,17 53 45.09456,-34 45 11.4408,268.437894,-34.753178,17534509-3445114,14.062,0.032,13.401,0.105,13.263,0.039,AEA,222,222,ccc,0,0
161.908,17 53 40.12032,-34 49 06.8772,268.417168,-34.818577,17534012-3449068,12.58,0.062,11.762,0.083,11.488,0.054,AAE,222,332,ccc,0,0
161.989,17 53 43.27896,-34 49 47.1432,268.430329,-34.829762,17534327-3449471,14.416,0.076,13.838,0.086,13.272,,BCU,220,110,cc0,0,0
162.011,17 53 38.95872,-34 46 30.8712,268.412328,-34.775242,17533895-3446308,14.43,0.1,14.004,0.116,13.801,0.09,BCC,222,111,000,0,0
162.149,17 53 59.84688,-34 45 35.9532,268.499362,-34.759987,17535984-3445359,14.477,0.051,13.69,0.029,13.451,0.042,BBB,222,111,s00,0,0
162.328,17 53 54.27432,-34 44 58.7652,268.476143,-34.749657,17535427-3444587,12.676,,13.56,0.377,13.371,0.188,UDC,022,011,0cc,0,0
162.381,17 54 02.93568,-34 46 27.1092,268.512232,-34.774197,17540293-3446271,12.756,0.037,11.911,0.047,11.629,0.038,AAA,222,111,000,0,0
162.566,17 53 50.17680,-34 44 53.7504,268.45907,-34.748264,17535017-3444537,13.723,0.036,12.976,0.042,12.782,0.043,AAA,222,111,000,0,0
162.676,17 53 50.57352,-34 44 53.4084,268.460723,-34.748169,17535057-3444534,14.595,0.035,13.783,0.022,13.648,0.033,BBB,222,111,ccc,0,0
162.819,17 54 00.82824,-34 49 24.8952,268.503451,-34.823582,17540082-3449248,13.992,0.051,13.33,0.065,13.191,0.048,AAA,222,222,ccc,0,0
162.981,17 53 56.37624,-34 50 04.9272,268.484901,-34.834702,17535637-3450049,14.358,0.086,13.493,2.394,13.167,2.358,ADD,222,111,ccc,0,0
163,17 53 45.22152,-34 50 02.6448,268.438423,-34.834068,17534522-3450026,13.831,0.071,13.183,0.086,12.919,0.08,EAA,222,111,cpp,0,0
163.325,17 53 55.18872,-34 45 01.0440,268.479953,-34.75029,17535518-3445010,11.619,,13.26,0.467,12.989,0.238,UDE,022,011,0cc,0,0
163.37,17 53 46.71744,-34 45 01.3860,268.444656,-34.750385,17534671-3445013,12.428,0.028,11.47,0.038,11.139,0.024,AAA,222,111,000,0,0
163.69,17 53 43.33944,-34 45 22.2624,268.430581,-34.756184,17534333-3445222,10.667,0.04,9.635,0.041,9.285,0.029,AAA,222,111,000,0,0
163.71,17 53 38.01480,-34 47 01.1796,268.408395,-34.783661,17533801-3447011,14.639,0.078,13.804,0.072,13.623,0.068,BBB,222,111,000,0,0
163.744,17 54 04.26648,-34 47 25.7352,268.517777,-34.790482,17540426-3447257,14.094,0.102,13.235,0.168,13.132,0.073,AEA,222,212,ccc,0,0
163.807,17 54 04.29792,-34 47 35.9520,268.517908,-34.79332,17540429-3447359,13.291,,12.427,,13.01,0.048,UUA,662,002,00c,0,0
163.851,17 53 59.28768,-34 49 44.1768,268.497032,-34.828938,17535928-3449441,14.554,0.13,14.007,0.131,13.292,,BCU,220,110,cc0,0,0
163.909,17 53 49.05000,-34 44 53.8620,268.454375,-34.748295,17534905-3444538,13.086,0.057,12.245,0.066,12.012,0.044,EEA,222,111,000,0,0
164.004,17 53 42.44160,-34 49 41.6496,268.42684,-34.828236,17534244-3449416,14.502,0.054,13.693,0.067,13.564,0.057,BBB,222,111,c00,0,0
164.212,17 53 42.77784,-34 49 45.2748,268.428241,-34.829243,17534277-3449452,13.775,0.071,13.091,0.09,12.969,0.064,AAA,222,111,000,0,0
164.254,17 54 04.33104,-34 47 32.4636,268.518046,-34.792351,17540433-3447324,12.913,,12.051,,12.135,0.051,UUA,662,002,00c,0,0
164.259,17 53 39.39864,-34 48 57.0168,268.414161,-34.815838,17533939-3448570,13.595,0.045,12.94,0.062,12.773,0.052,AAA,222,111,000,0,0
164.26,17 53 58.20360,-34 45 17.7840,268.492515,-34.75494,17535820-3445177,14.533,0.05,13.831,0.031,13.604,0.043,BBB,222,111,ppp,0,0
164.481,17 53 54.21288,-34 50 15.6516,268.475887,-34.837681,17535421-3450156,13.067,0.036,12.186,0.042,11.885,0.032,AAA,222,111,000,0,0
164.509,17 54 01.11240,-34 49 23.4804,268.504635,-34.823189,17540111-3449234,13.79,0.082,12.994,0.096,12.776,0.068,AAA,222,222,ccc,0,0
164.511,17 53 55.87440,-34 45 02.8440,268.48281,-34.75079,17535587-3445028,14.04,,13.851,0.086,13.709,0.059,UCB,022,011,0cc,0,0
164.581,17 53 40.01112,-34 46 02.4168,268.416713,-34.767338,17534001-3446024,14.235,0.059,13.419,0.08,13.219,0.09,AAA,222,111,ccc,0,0
164.662,17 53 57.63792,-34 45 13.0860,268.490158,-34.753635,17535763-3445130,13.928,0.049,13.112,0.047,12.893,0.044,AAA,222,111,cs0,0,0
164.675,17 53 39.08544,-34 46 21.3528,268.412856,-34.772598,17533908-3446213,13.17,0.067,12.53,0.095,12.199,0.059,EEE,222,111,000,0,0
164.685,17 53 45.10920,-34 45 08.1720,268.437955,-34.75227,17534510-3445081,14.014,0.103,13.343,0.035,13.193,0.092,AAA,222,323,ccc,0,0
164.766,17 54 03.63960,-34 46 42.1320,268.515165,-34.77837,17540363-3446421,12.662,0.045,11.809,0.056,11.561,0.038,AAA,222,111,ccc,0,0
164.809,17 54 02.13600,-34 46 04.6812,268.5089,-34.767967,17540213-3446046,12.263,0.039,11.395,0.039,11.069,0.032,AAA,222,111,000,0,0
164.895,17 53 55.22640,-34 50 12.4656,268.48011,-34.836796,17535522-3450124,14.805,0.118,14.182,0.087,14.041,,CCU,220,110,cc0,0,0
165.013,17 54 04.09608,-34 47 01.3308,268.517067,-34.783703,17540409-3447013,13.856,0.044,13.176,0.041,13.059,0.05,AAA,222,111,c00,0,0
165.264,17 53 47.87256,-34 44 55.2912,268.449469,-34.748692,17534787-3444552,13.373,0.039,12.617,0.039,12.38,0.03,AAA,222,111,000,0,0
165.275,17 53 48.69936,-34 44 53.1744,268.452914,-34.748104,17534869-3444531,13.201,0.044,12.455,0.053,12.246,0.039,AAA,222,111,cc0,0,0
165.525,17 53 45.63240,-34 50 07.7532,268.440135,-34.835487,17534563-3450077,14.056,0.028,13.227,0.041,13.055,0.033,AAA,222,111,000,0,0
165.623,17 53 41.82360,-34 49 37.0740,268.424265,-34.826965,17534182-3449370,13.828,0.036,12.944,0.086,12.354,,AAU,226,220,cc0,0,0
165.814,17 54 03.12096,-34 48 48.1572,268.513004,-34.813377,17540312-3448481,15.366,,14.333,0.055,14.314,,UDU,020,010,000,0,0
165.825,17 54 02.54040,-34 46 10.6572,268.510585,-34.769627,17540254-3446106,14.181,0.083,13.425,0.051,13.218,0.067,AAA,222,111,000,0,0
166.218,17 53 38.00640,-34 48 20.8728,268.40836,-34.805798,17533800-3448208,10,0.026,8.856,0.053,8.439,0.024,AAA,212,111,000,0,0
166.259,17 54 04.48080,-34 47 27.9168,268.51867,-34.791088,17540448-3447279,13.619,0.105,13.203,0.154,13.145,0.042,AEA,222,212,ccc,0,0
166.279,17 53 50.38416,-34 50 22.1064,268.459934,-34.839474,17535038-3450221,9.977,0.023,8.896,0.055,8.522,0.021,AAA,212,111,000,0,0
166.306,17 53 47.41344,-34 44 55.6728,268.447556,-34.748798,17534741-3444556,14.438,0.044,13.787,0.042,13.643,0.047,BBB,222,111,ccc,0,0
166.636,17 53 55.51320,-34 44 58.9164,268.481305,-34.749699,17535551-3444589,12.977,,13.555,0.137,13.292,0.089,UBA,022,011,0cc,0,0
166.687,17 54 03.91008,-34 46 46.0992,268.516292,-34.779472,17540391-3446460,11.411,0.032,10.617,0.035,10.414,0.03,AAA,222,111,000,0,0
166.834,17 53 38.47416,-34 48 39.4920,268.410309,-34.81097,17533847-3448394,14.104,0.053,13.435,0.066,13.284,0.06,AAA,222,111,000,0,0
166.854,17 53 59.23920,-34 45 23.5800,268.49683,-34.75655,17535923-3445235,14.416,0.052,13.719,0.057,13.663,0.066,BBB,222,111,000,0,0
166.94,17 53 44.85840,-34 45 07.1964,268.43691,-34.751999,17534485-3445071,14.29,0.094,13.498,0.111,13.341,0.048,ABA,222,222,ccc,0,0
167.032,17 53 53.18136,-34 50 20.8572,268.471589,-34.839127,17535318-3450208,13.011,0.024,12.236,0.027,12.005,0.026,AAA,222,111,000,0,0
167.061,17 53 37.62336,-34 47 08.5128,268.406764,-34.785698,17533762-3447085,14.013,0.057,13.596,0.08,13.542,0.054,ABB,222,111,s0s,0,0
167.238,17 53 43.00920,-34 49 51.2184,268.429205,-34.830894,17534300-3449512,14.334,0.07,13.598,0.061,13.378,0.054,ABA,222,111,ccc,0,0
167.64,17 53 40.04688,-34 45 56.5380,268.416862,-34.765705,17534004-3445565,11.777,0.028,10.792,0.029,10.466,0.026,AAA,222,111,000,0,0
167.784,17 53 44.48568,-34 50 03.3612,268.435357,-34.834267,17534448-3450033,13.133,0.03,12.274,0.033,12.003,0.027,AAA,222,111,ccc,0,0
168.068,17 53 54.11184,-34 44 52.3644,268.475466,-34.747879,17535411-3444523,14.451,0.189,13.933,0.11,13.813,0.102,CCC,222,111,ccc,0,0
168.107,17 54 03.18048,-34 46 20.2260,268.513252,-34.772285,17540318-3446202,11.672,0.04,10.844,0.048,10.642,0.036,AAA,222,111,000,0,0
168.213,17 53 55.16664,-34 44 55.8132,268.479861,-34.748837,17535516-3444558,11.999,,13.066,0.184,12.804,0.14,UCB,022,011,0cc,0,0
168.301,17 53 38.99424,-34 48 56.3724,268.412476,-34.815659,17533899-3448563,14.321,0.036,13.617,0.047,13.42,0.051,ABB,222,111,cc0,0,0
168.431,17 53 45.66576,-34 45 00.9216,268.440274,-34.750256,17534566-3445009,13.867,0.037,12.988,0.027,12.821,0.03,AAA,222,111,c00,0,0
168.762,17 53 41.60688,-34 49 38.8740,268.423362,-34.827465,17534160-3449388,14.056,0.087,13.334,0.048,12.487,,AAU,226,220,cc0,0,0
168.765,17 54 01.10088,-34 45 42.0084,268.504587,-34.761669,17540110-3445420,14.45,0.035,13.626,0.035,13.53,0.038,BBB,222,111,000,0,0
169.065,17 54 02.96424,-34 46 13.1952,268.512351,-34.770332,17540296-3446131,14.136,0.07,13.416,0.096,13.275,0.08,AAA,222,111,ccc,0,0
169.144,17 53 45.98304,-34 44 58.5564,268.441596,-34.749599,17534598-3444585,13.782,0.067,13.017,0.086,12.838,0.057,AAA,222,111,000,0,0
169.195,17 53 56.67000,-34 50 10.1148,268.486125,-34.836143,17535667-3450101,11.553,0.032,9.204,0.12,8.913,0.033,ABA,211,211,ccc,0,0
169.199,17 53 56.38344,-34 50 11.6700,268.484931,-34.836575,17535638-3450116,9.939,0.036,8.789,0.047,8.372,0.018,AAA,211,211,cdc,0,0
169.239,17 53 54.70440,-34 50 18.9744,268.477935,-34.838604,17535470-3450189,14.547,0.041,13.868,0.025,13.699,0.039,BCB,222,111,c00,0,0
169.258,17 53 37.58904,-34 48 12.8916,268.406621,-34.803581,17533758-3448128,12.07,0.037,11.313,0.049,11.163,0.039,AAA,222,111,0d0,0,0
169.412,17 53 55.54800,-34 50 15.8856,268.48145,-34.837746,17535554-3450158,14.184,,13.418,,13.806,0.105,UUC,002,001,00c,0,0
169.494,17 53 38.49936,-34 46 25.2120,268.410414,-34.77367,17533849-3446252,14.175,0.078,13.747,0.115,13.574,0.081,ABB,222,222,ccc,0,0
169.535,17 54 02.09808,-34 45 55.7676,268.508742,-34.765491,17540209-3445557,14.352,0.087,13.676,0.107,13.394,0.102,ABB,222,111,000,0,0
169.543,17 54 04.47936,-34 48 10.3248,268.518664,-34.802868,17540447-3448103,12.093,0.023,11.128,0.023,10.854,0.019,AAA,222,111,000,0,0
169.566,17 54 02.13600,-34 49 15.7080,268.5089,-34.82103,17540213-3449157,12.409,0.028,11.531,0.031,11.304,0.032,AAA,222,111,000,0,0
169.59,17 54 00.37656,-34 45 31.8456,268.501569,-34.758846,17540037-3445318,13.454,0.033,13.058,0.035,12.912,0.038,AAA,222,111,000,0,0
169.643,17 54 04.31760,-34 48 19.2492,268.51799,-34.805347,17540431-3448192,12.946,0.033,12.089,0.035,11.814,0.026,AAA,222,111,000,0,0
169.676,17 54 04.52640,-34 47 03.9948,268.51886,-34.784443,17540452-3447039,12.82,0.03,12.073,0.031,11.914,0.026,AAA,222,111,000,0,0
169.836,17 53 40.46832,-34 49 25.6368,268.418618,-34.823788,17534046-3449256,14.66,0.052,14.045,0.06,13.733,0.056,BCB,222,111,ss0,0,0
169.983,17 53 37.20840,-34 47 41.7192,268.405035,-34.794922,17533720-3447417,13.934,0.106,13.278,0.128,13.027,0.077,ABA,222,111,ccc,0,0
170.05,17 53 37.23096,-34 47 48.2676,268.405129,-34.796741,17533723-3447482,10.164,0.024,9.782,0.025,9.684,0.023,AAA,222,111,000,0,0
170.258,17 53 37.62936,-34 46 52.9104,268.406789,-34.781364,17533762-3446529,14.469,,14.065,0.071,13.407,,UCU,020,010,000,0,0
170.437,17 53 37.28352,-34 47 58.4196,268.405348,-34.799561,17533728-3447584,13.819,0.035,13.021,0.033,12.85,0.032,AAA,222,111,cc0,0,0
170.702,17 53 39.28728,-34 49 07.2624,268.413697,-34.818684,17533928-3449072,14.628,0.062,13.917,0.065,13.73,0.065,BCB,222,111,000,0,0
170.726,17 53 55.22160,-34 50 18.6180,268.48009,-34.838505,17535522-3450186,14.218,0.065,13.461,0.066,13.349,0.066,ABA,222,111,00c,0,0
171.101,17 53 37.74216,-34 48 27.0792,268.407259,-34.807522,17533774-3448270,14.345,0.127,13.608,0.151,13.283,0.142,BBB,222,111,ccc,0,0
171.133,17 53 54.08136,-34 50 22.8732,268.475339,-34.839687,17535408-3450228,13.994,0.112,13.196,0.128,12.942,0.093,BBE,222,121,0c0,0,0
171.134,17 53 38.25744,-34 46 27.8616,268.409406,-34.774406,17533825-3446278,14.053,0.077,13.337,0.079,13.171,0.068,AAA,222,222,ccc,0,0
171.14,17 54 01.76160,-34 45 47.7900,268.50734,-34.763275,17540176-3445477,12.982,0.033,12.131,0.038,11.917,0.029,AAA,222,111,000,0,0
171.151,17 53 48.95976,-34 44 46.7052,268.453999,-34.746307,17534895-3444467,11.948,0.043,11.255,0.056,11.066,0.039,AAA,222,111,000,0,0
171.312,17 54 03.02040,-34 49 02.1936,268.512585,-34.817276,17540302-3449021,14.303,0.09,13.614,0.165,13.381,0.121,AEB,222,111,ccc,0,0
171.509,17 53 50.35608,-34 44 44.6748,268.459817,-34.745743,17535035-3444446,14.621,0.052,13.902,0.055,13.75,0.068,BCB,222,111,ccc,0,0
171.516,17 54 02.67408,-34 49 09.5124,268.511142,-34.819309,17540267-3449095,10.038,0.024,9.22,0.023,9.013,0.024,AAA,222,111,000,0,0
171.544,17 54 04.15800,-34 46 39.8640,268.517325,-34.77774,17540415-3446398,13.947,0.086,13.213,0.128,12.992,0.089,ABA,222,111,ccc,0,0
171.651,17 53 39.68568,-34 49 16.2300,268.415357,-34.821175,17533968-3449162,12.696,0.035,11.861,0.038,11.667,0.033,AAA,222,111,000,0,0
171.719,17 54 03.67896,-34 46 24.6648,268.515329,-34.773518,17540367-3446246,13.402,0.078,12.635,0.095,12.497,0.063,AAA,222,111,000,0,0
171.726,17 53 47.30400,-34 50 21.5844,268.4471,-34.839329,17534730-3450215,14.103,0.041,13.381,0.036,13.177,0.039,AAA,222,111,c00,0,0
171.964,17 53 58.62648,-34 50 00.0492,268.494277,-34.833347,17535862-3450000,12.627,,12.123,,13.01,0.136,UUB,062,002,00c,0,0
172.11,17 53 44.53320,-34 45 03.4452,268.435555,-34.750957,17534453-3445034,13.222,0.05,12.335,0.053,12.071,0.044,AAA,222,111,000,0,0
172.436,17 53 55.80072,-34 50 17.9844,268.482503,-34.838329,17535580-3450179,14.765,0.125,13.388,,13.192,,BUU,200,100,c00,0,0
172.793,17 53 39.01368,-34 46 06.2760,268.412557,-34.76841,17533901-3446062,14.464,0.1,13.76,0.11,13.492,0.078,BBB,222,111,000,0,0
172.96,17 53 44.91600,-34 50 11.8896,268.43715,-34.836636,17534491-3450118,13.568,0.049,12.778,0.053,12.608,0.043,AAA,222,111,000,0,0
173.041,17 53 37.49496,-34 46 48.4212,268.406229,-34.780117,17533749-3446484,14.544,0.078,13.738,0.099,13.438,0.073,BBB,222,111,ccc,0,0
173.235,17 53 36.94320,-34 47 30.7860,268.40393,-34.791885,17533694-3447307,13.947,0.041,13.245,0.049,13.152,0.038,AAA,222,111,000,0,0
173.373,17 53 42.89736,-34 45 14.2560,268.428739,-34.75396,17534289-3445142,14.018,0.037,13.208,0.053,12.941,0.042,AAA,222,111,ccc,0,0
173.621,17 53 37.60872,-34 46 41.8836,268.406703,-34.778301,17533760-3446418,12.828,0.028,11.865,0.031,11.595,0.029,AAA,222,111,000,0,0
173.732,17 54 03.91992,-34 48 45.7128,268.516333,-34.812698,17540391-3448457,14.538,0.03,14.023,0.035,13.99,0.06,BCC,222,111,000,0,0
173.867,17 53 51.40200,-34 50 29.7960,268.464175,-34.84161,17535140-3450297,13.041,0.043,12.275,0.056,12.049,0.038,AAA,222,111,ccc,0,0
174.066,17 53 48.45192,-34 50 27.2148,268.451883,-34.840893,17534845-3450272,14.333,0.023,13.681,0.022,13.471,0.038,ABB,222,111,c00,0,0
174.176,17 54 05.11272,-34 47 46.7988,268.521303,-34.796333,17540511-3447467,14.23,0.047,13.452,0.107,13.344,0.038,ABA,222,222,ccc,0,0
174.255,17 53 55.77840,-34 44 51.9936,268.48241,-34.747776,17535577-3444519,14.606,0.084,13.872,0.09,13.626,0.076,BCB,222,111,ccc,0,0
174.393,17 53 38.68320,-34 46 10.0524,268.41118,-34.769459,17533868-3446100,13.992,0.084,13.184,0.082,12.898,0.061,EAA,222,111,000,0,0
174.428,17 53 51.00984,-34 44 41.5716,268.462541,-34.744881,17535100-3444415,12.923,0.041,12.19,0.065,11.938,0.048,AAA,222,112,ccc,0,0
174.429,17 54 05.14320,-34 47 27.4920,268.52143,-34.79097,17540514-3447274,14.642,0.497,13.794,0.085,13.647,0.072,DBB,222,111,ccc,0,0
174.614,17 53 54.32112,-34 50 25.7568,268.476338,-34.840488,17535432-3450257,14.031,0.061,13.392,0.074,13.143,0.05,AAA,222,121,ccc,0,0
175.061,17 54 02.26296,-34 49 22.7928,268.509429,-34.822998,17540226-3449227,14.83,0.051,14.245,0.049,14.048,0.063,CDC,222,111,ccc,0,0
175.265,17 53 53.66640,-34 50 28.1616,268.47361,-34.841156,17535366-3450281,14.766,0.04,14.127,0.035,13.817,0.045,BCC,222,111,ccc,0,0
175.493,17 53 38.14824,-34 46 20.3088,268.408951,-34.772308,17533814-3446203,14.178,0.072,13.621,0.09,13.378,0.077,ABA,222,111,000,0,0
175.566,17 53 52.57008,-34 44 41.5032,268.469042,-34.744862,17535257-3444415,14.26,0.047,13.523,0.068,13.332,0.051,ABA,222,222,ccc,0,0
175.597,17 53 47.86128,-34 44 44.7144,268.449422,-34.745754,17534786-3444447,13.919,0.03,13.17,0.036,12.953,0.029,AAA,222,111,000,0,0
175.733,17 54 02.79528,-34 49 14.8836,268.511647,-34.820801,17540279-3449148,13.671,0.082,13.173,0.085,13.05,0.072,AAA,222,111,ccc,0,0
175.754,17 54 04.94664,-34 46 58.9692,268.520611,-34.783047,17540494-3446589,13.905,0.049,13.18,0.062,12.971,0.045,AAA,222,111,000,0,0
175.873,17 54 05.11152,-34 48 02.7864,268.521298,-34.800774,17540511-3448027,14.479,0.082,13.67,0.089,13.524,0.066,BBB,222,111,c00,0,0
175.927,17 53 58.49208,-34 50 05.7912,268.493717,-34.834942,17535849-3450057,13.333,0.07,12.483,0.07,12.252,0.052,AAA,222,111,ccc,0,0
175.953,17 54 04.12872,-34 46 26.7240,268.517203,-34.77409,17540412-3446267,14.076,0.082,13.325,0.095,13.193,0.067,AAA,222,222,cpc,0,0
176.224,17 53 45.76416,-34 50 20.0040,268.440684,-34.83889,17534576-3450200,11.353,0.033,10.473,0.042,10.21,0.03,EAA,222,111,000,0,0
176.596,17 53 58.91424,-34 50 03.2640,268.495476,-34.83424,17535891-3450032,14.862,0.095,13.297,,13.056,,CUU,200,100,p00,0,0
176.721,17 53 51.29952,-34 44 39.3180,268.463748,-34.744255,17535129-3444393,10.705,0.029,9.696,0.029,9.386,0.027,AAA,222,112,00c,0,0
176.728,17 54 05.31096,-34 47 48.5448,268.522129,-34.796818,17540531-3447485,14.288,0.084,13.533,0.048,13.363,0.069,ABA,222,222,ccc,0,0
176.92,17 53 52.87584,-34 44 40.5960,268.470316,-34.74461,17535287-3444405,13.266,0.049,12.393,0.061,12.052,0.037,AAA,222,222,ccc,0,0
176.94,17 53 38.90088,-34 46 00.6708,268.412087,-34.766853,17533890-3446006,14.857,0.137,14.154,0.154,13.901,0.071,CCC,222,111,000,0,0
176.986,17 54 02.70408,-34 45 53.3808,268.511267,-34.764828,17540270-3445533,12.911,0.039,11.951,0.048,11.689,0.032,AAA,222,111,000,0,0
177.03,17 53 43.78056,-34 50 09.0852,268.432419,-34.835857,17534378-3450090,14.172,0.043,13.414,0.041,13.16,0.072,AAA,222,111,c00,0,0
177.069,17 53 59.99520,-34 45 17.9064,268.49998,-34.754974,17535999-3445179,12.853,0.028,11.997,0.027,11.809,0.026,AAA,222,111,000,0,0
177.26,17 53 36.69504,-34 47 55.3020,268.402896,-34.798695,17533669-3447553,14.348,0.054,13.663,0.066,13.385,0.05,ABA,222,111,ccc,0,0
177.385,17 53 42.17928,-34 45 15.8076,268.425747,-34.754391,17534217-3445158,13.904,0.023,13.037,0.022,12.805,0.027,AAA,222,111,cc0,0,0
177.502,17 53 56.26416,-34 44 50.7732,268.484434,-34.747437,17535626-3444507,13.217,0.047,12.428,0.061,12.191,0.044,AAA,222,111,c00,0,0
177.547,17 53 58.12104,-34 45 01.6488,268.492171,-34.750458,17535812-3445016,13.949,0.033,13.22,0.036,13.119,0.032,AAA,222,111,000,0,0
177.557,17 53 36.71016,-34 47 59.3232,268.402959,-34.799812,17533671-3447593,13.416,0.047,12.65,0.053,12.389,0.047,AAA,222,111,000,0,0
177.654,17 53 36.57864,-34 47 34.2888,268.402411,-34.792858,17533657-3447342,13.997,0.079,13.274,0.091,13.032,0.063,AAA,222,111,000,0,0
177.809,17 53 57.69552,-34 50 13.5348,268.490398,-34.837093,17535769-3450135,14.806,0.13,14.058,0.096,13.791,0.079,CCC,222,111,ccc,0,0
177.824,17 53 43.17888,-34 45 06.5520,268.429912,-34.75182,17534317-3445065,14.052,0.037,13.253,0.022,13.028,0.032,AAA,222,111,ss0,0,0
177.838,17 53 46.21896,-34 50 23.8092,268.442579,-34.839947,17534621-3450238,14.282,0.059,13.455,0.077,13.314,0.059,ABA,222,111,ccc,0,0
177.859,17 53 39.95184,-34 49 30.5400,268.416466,-34.82515,17533995-3449305,13.833,0.073,13.001,0.089,12.769,0.069,AAA,222,222,ccc,0,0
177.968,17 54 04.78968,-34 46 42.9564,268.519957,-34.778599,17540478-3446429,12.891,0.05,12.188,0.065,11.957,0.045,EEE,222,111,000,0,0
178.101,17 54 05.45520,-34 47 32.3520,268.52273,-34.79232,17540545-3447323,11.736,0.026,10.827,0.031,10.539,0.026,AAA,222,111,000,0,0
178.209,17 53 54.16536,-34 50 29.8932,268.475689,-34.841637,17535416-3450298,12.733,0.043,11.867,0.045,11.591,0.03,AAA,222,111,000,0,0
178.272,17 54 01.88616,-34 45 38.5632,268.507859,-34.760712,17540188-3445385,14.235,0.065,13.512,0.074,13.263,0.055,ABA,222,111,s00,0,0
178.339,17 53 57.52536,-34 44 56.8140,268.489689,-34.749115,17535752-3444568,13.704,0.032,12.899,0.033,12.73,0.027,AAA,222,111,c00,0,0
178.546,17 53 38.38872,-34 46 08.0328,268.409953,-34.768898,17533838-3446080,14.145,0.05,13.771,0.056,13.645,0.06,ABB,222,111,ccc,0,0
178.809,17 53 50.13816,-34 50 34.4940,268.458909,-34.842915,17535013-3450344,14.024,0.035,13.312,0.041,13.034,0.043,AAA,222,111,ccc,0,0
179.014,17 53 36.52872,-34 47 19.6512,268.402203,-34.788792,17533652-3447196,14.825,0.056,14.085,0.065,13.901,0.069,CCC,222,111,000,0,0
179.015,17 53 55.58736,-34 44 46.1436,268.481614,-34.746151,17535558-3444461,14.051,0.116,13.334,0.11,13,0.065,BBA,222,111,ccc,0,0
179.043,17 53 50.92680,-34 50 35.0412,268.462195,-34.843067,17535092-3450350,13.478,0.111,13.061,0.083,12.874,0.063,BAA,222,222,cpc,0,0
179.072,17 53 51.72288,-34 50 34.8504,268.465512,-34.843014,17535172-3450348,11.569,0.024,10.526,0.025,10.156,0.023,AAA,222,111,000,0,0
179.148,17 53 47.39112,-34 50 29.5476,268.447463,-34.841541,17534739-3450295,13.589,0.037,12.845,0.029,12.568,0.024,AAA,222,111,c00,0,0
179.148,17 53 40.59336,-34 45 30.8844,268.419139,-34.758579,17534059-3445308,14.041,0.067,13.415,0.081,13.137,0.063,EAA,222,111,000,0,0
179.183,17 54 01.29528,-34 49 42.6108,268.505397,-34.828503,17540129-3449426,14.864,0.049,14.118,0.047,13.845,0.039,CCC,222,111,c00,0,0
179.269,17 54 04.74240,-34 46 37.0488,268.51976,-34.776958,17540474-3446370,12.263,0.066,11.385,0.082,11.036,0.05,AEA,222,111,000,0,0
