NGC 6475  Constantine et al. 

 No     X      Y      RA(1950)    Dec(1950)     muX      muY   Prob   V    U-B   B-V

1122  23.78   0.64 17 51 16.114 -35 00 18.048  0.0106 -0.0018 0.007 12.81  0.27  0.99
1123  25.15   2.84 17 51 22.755 -34 58  5.445  0.0040 -0.0014 0.319 11.76  0.06  0.59
1124  26.02   2.38 17 51 27.031 -34 58 33.215  0.0005  0.0007 0.543 10.01  0.15  0.30
1125  27.46   2.33 17 51 34.068 -34 58 35.462  0.0053  0.0030 0.096 12.30  0.21  0.37
1126  27.89   4.84 17 51 36.057 -34 56  4.559  0.0027  0.0053 0.123 12.38  0.12  0.59
1127  28.93   2.46 17 51 41.213 -34 58 27.566  0.0032  0.0022 0.252  9.68  0.08  0.26
1128  29.45   4.19 17 51 43.700 -34 56 43.467  0.0012  0.0021 0.415 11.57  0.16  0.98
1129  32.83   4.86 17 52  0.165 -34 56  1.789  0.0046  0.0019 0.138 12.78  0.46  0.70
1130  35.57   4.44 17 52 13.546 -34 56 25.677  0.0036 -0.0055 0.097 13.08 -0.05  0.82
1131  39.41   1.87 17 52 32.388 -34 58 58.279 -0.0017 -0.0070 0.031  9.76  0.04  0.40
1132  39.91   3.82 17 52 34.759 -34 57  1.031 -0.0099  0.0125 0.000 11.48  1.74  2.33
1133  41.85   2.39 17 52 44.305 -34 58 25.840  0.0034 -0.0028 0.035 12.41  0.08  0.52
1134  46.96   3.88 17 53  9.147 -34 56 53.997  0.0107 -0.0116 0.000 11.71  0.11  0.56
1135  48.80   1.45 17 53 18.261 -34 59 18.578  0.0104  0.0052 0.000 12.43  0.19  0.38
